student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,grade
S1752,18,Male,4.5,1.6,2.9,True,72.3,4.4,Good,3,High School,Good,4,True,71.3,CB
S1753,18,Male,4.3,3.4,0.9,False,83.3,5.7,Fair,1,Master,Good,2,False,59.2,DC
S1754,18,Female,0.8,3.3,0.2,False,85.7,7.1,Good,4,Bachelor,Poor,9,False,51.8,DC
S1755,22,Male,2.7,4.7,1.7,True,67.5,5.7,Poor,2,Master,Good,9,False,59.3,DC
S1756,18,Male,2.3,2.3,1.7,False,88.3,6.2,Good,4,Bachelor,Good,4,False,58.5,DC
S1757,19,Female,2.6,3.3,2.4,False,74.5,7.1,Fair,0,Master,Good,3,True,44.5,DD
S1758,17,Male,3.2,2.6,2.8,False,100.0,7.1,Fair,1,High School,Good,10,True,75.4,CB
S1759,23,Female,2.8,4.1,1.7,True,90.2,5.2,Fair,1,Bachelor,Average,6,True,54.9,DC
S1760,20,Male,0.5,1.6,3.8,True,81.0,7.7,Good,4,Primary School,Average,3,True,30.2,FF
S1761,18,Female,4.6,3.4,2.0,False,77.5,7.9,Good,0,Bachelor,Good,1,True,71.8,CB
S1762,21,Male,1.9,2.3,1.4,False,84.0,5.1,Fair,4,High School,Poor,4,False,51.8,DC
S1763,18,Male,3.9,2.4,0.0,True,91.1,5.5,Good,3,High School,Poor,1,True,59.5,DC
S1764,21,Male,6.6,2.6,1.5,False,84.7,7.9,Fair,1,Master,Poor,2,False,96.6,AA
S1765,19,Male,2.1,2.8,1.4,True,82.8,6.3,Poor,1,Master,Average,3,False,44.1,DD
S1766,21,Male,0.0,2.4,2.9,False,85.6,3.8,Poor,3,Primary School,Average,8,False,30.5,FF
S1767,24,Male,3.1,2.8,2.3,False,79.0,4.8,Poor,0,Bachelor,Average,10,False,63.7,CC
S1768,20,Female,5.2,4.4,0.5,False,81.6,6.2,Fair,1,High School,Poor,4,False,74.0,CB
S1769,17,Male,6.4,3.7,2.0,False,64.1,5.1,Fair,6,High School,Good,4,False,98.8,AA
S1770,21,Female,1.7,3.5,2.5,False,94.7,6.0,Good,5,Bachelor,Good,10,False,53.0,DC
S1771,21,Female,4.2,2.0,3.5,False,88.0,6.5,Good,5,High School,Average,9,False,84.6,BB
S1772,17,Female,2.8,1.4,2.8,False,77.3,8.3,Poor,5,Master,Poor,7,False,73.0,CB
S1773,20,Male,3.3,3.6,2.6,False,100.0,6.2,Fair,2,High School,Poor,2,True,57.1,DC
S1774,18,Female,7.5,3.6,1.9,True,85.9,7.8,Fair,6,Bachelor,Average,3,False,100.0,AA
S1775,21,Male,1.2,4.3,2.2,False,74.6,8.2,Fair,2,Bachelor,Average,4,False,36.2,FF
S1776,17,Male,3.9,1.8,3.2,False,93.6,8.2,Poor,0,High School,Average,4,False,65.6,CC
S1777,24,Non-binary,4.2,2.2,0.3,True,89.0,6.8,Poor,3,High School,Good,10,True,87.5,BA
S1778,24,Male,5.1,0.5,1.4,False,88.9,4.1,Good,4,Bachelor,Average,8,False,100.0,AA
S1779,19,Female,3.6,2.0,1.0,True,80.7,7.1,Good,6,Bachelor,Average,10,False,85.6,BA
S1780,17,Female,4.0,3.7,2.2,False,89.5,7.8,Poor,0,High School,Average,10,True,89.4,BA
S1781,19,Female,2.9,1.9,3.2,False,82.4,6.4,Fair,4,Bachelor,Good,6,False,66.9,CC
S1782,24,Female,3.9,3.3,1.1,True,90.6,8.6,Fair,0,Primary School,Good,3,False,56.0,DC
S1783,20,Male,3.0,2.3,0.0,False,66.0,7.5,Good,2,High School,Good,9,False,77.9,CB
S1784,18,Male,4.4,2.9,1.3,False,80.7,7.2,Fair,5,High School,Good,10,False,91.3,AA
S1785,17,Female,2.9,1.1,2.8,False,100.0,7.8,Poor,3,Primary School,Average,8,False,68.4,CC
S1786,23,Male,4.1,2.6,2.4,False,77.3,6.9,Good,2,Bachelor,Average,9,False,85.3,BA
S1787,24,Male,3.5,0.0,2.3,False,79.0,3.5,Fair,3,Bachelor,Good,5,True,64.4,CC
S1788,24,Male,5.2,2.3,1.5,False,80.5,5.9,Fair,6,Master,Poor,3,False,82.8,BB
S1789,23,Male,3.4,0.5,0.4,False,72.9,7.9,Fair,4,Bachelor,Good,4,False,78.0,CB
S1790,22,Male,0.8,3.9,2.4,False,62.9,5.5,Fair,0,Master,Good,5,False,31.5,FF
S1791,24,Male,5.4,3.4,0.9,False,82.7,6.2,Fair,1,Bachelor,Good,9,False,92.3,AA
S1792,21,Female,2.1,3.1,4.2,False,86.4,5.2,Fair,1,Bachelor,Poor,9,True,50.1,DC
S1793,20,Female,2.5,4.3,2.4,False,84.5,8.6,Fair,3,Master,Good,3,False,49.4,DD
S1794,17,Female,2.6,1.4,1.2,False,83.6,8.5,Poor,5,Bachelor,Average,7,False,80.3,BB
S1795,23,Male,5.6,4.6,1.1,False,85.4,5.4,Good,5,Primary School,Poor,6,True,89.7,BA
S1796,21,Male,0.3,3.6,1.7,False,95.2,6.7,Poor,3,Bachelor,Average,4,True,33.6,FF
S1797,23,Male,8.2,2.2,1.5,False,83.1,5.7,Poor,2,Master,Good,5,True,100.0,AA
S1798,17,Female,5.1,3.9,3.0,False,79.3,7.2,Good,1,Bachelor,Average,10,False,90.6,AA
S1799,19,Female,3.8,1.2,2.0,False,82.2,7.1,Good,2,Bachelor,Average,2,True,66.3,CC
S1800,17,Male,3.4,1.5,1.0,False,90.8,7.5,Good,4,Bachelor,Poor,7,True,86.1,BA
S1801,22,Female,3.9,1.8,3.9,False,99.1,6.9,Fair,1,Master,Good,4,False,65.5,CC
S1802,17,Male,4.3,1.9,1.9,False,78.7,10.0,Fair,4,Primary School,Good,2,False,82.9,BB
S1803,17,Female,4.5,1.2,2.6,False,86.0,5.3,Good,0,Bachelor,Good,6,True,76.3,CB
S1804,22,Female,4.3,4.0,1.1,True,88.4,4.4,Good,2,High School,Average,2,True,59.0,DC
S1805,20,Female,3.6,2.2,2.2,False,75.1,6.0,Fair,3,Bachelor,Average,10,True,76.1,CB
S1806,24,Female,3.2,2.9,2.1,False,85.2,4.6,Good,1,Bachelor,Good,2,True,40.3,DD
S1807,17,Female,3.3,1.8,0.0,False,70.3,4.7,Poor,2,High School,Average,7,True,65.2,CC
S1808,22,Male,3.2,0.3,4.0,True,67.3,5.3,Good,3,High School,Good,1,False,43.9,DD
S1809,21,Female,5.2,2.8,3.2,False,88.7,5.4,Good,0,Bachelor,Good,7,True,89.5,BA
S1810,19,Male,4.4,0.2,1.4,False,81.2,5.4,Good,1,High School,Average,10,False,80.7,BB
S1811,19,Female,0.0,2.4,0.6,True,87.0,7.1,Good,4,High School,Average,5,False,53.0,DC
S1812,17,Female,4.5,0.9,2.2,False,84.8,5.9,Good,0,Bachelor,Good,1,False,70.6,CB
S1813,20,Female,3.8,4.9,1.9,False,75.2,6.3,Poor,5,High School,Average,6,False,65.5,CC
S1814,20,Male,3.5,3.6,2.2,False,84.5,7.6,Fair,3,High School,Average,7,False,75.1,CB
S1815,21,Female,2.9,2.6,2.0,False,72.7,5.6,Poor,1,Master,Good,1,False,43.5,DD
S1816,17,Female,5.2,4.0,2.4,False,98.9,6.2,Fair,1,High School,Average,9,False,80.6,BB
S1817,19,Female,4.9,1.5,3.4,False,71.4,6.9,Good,6,High School,Good,7,True,88.2,BA
S1818,20,Male,2.3,3.2,2.4,False,83.0,4.2,Fair,6,Bachelor,Poor,1,True,48.5,DD
S1819,17,Male,4.1,2.7,0.6,False,74.6,3.6,Fair,0,Bachelor,Good,3,False,67.3,CC
S1820,23,Male,2.0,2.8,3.3,False,90.7,6.9,Fair,1,Master,Poor,5,False,50.7,DC
S1821,20,Male,1.4,4.0,3.6,False,81.7,7.1,Good,3,Master,Poor,4,False,35.4,FF
S1822,22,Female,2.6,3.4,5.3,False,79.8,9.0,Poor,0,Bachelor,Good,2,False,49.1,DD
S1823,23,Male,4.8,2.8,0.6,False,93.5,6.7,Fair,4,High School,Good,1,False,85.4,BA
S1824,24,Non-binary,4.9,0.5,2.1,False,85.3,7.5,Poor,0,Primary School,Average,4,False,83.9,BB
S1825,20,Male,4.3,1.3,0.0,True,90.2,6.3,Good,0,High School,Average,7,False,90.4,AA
S1826,19,Male,4.6,2.4,2.4,False,75.2,6.9,Poor,4,High School,Good,4,False,87.8,BA
S1827,18,Female,4.3,2.6,1.2,False,71.0,8.5,Good,5,Bachelor,Average,9,False,87.5,BA
S1828,23,Female,2.5,1.1,3.9,False,86.1,4.0,Fair,6,Bachelor,Good,8,False,58.2,DC
S1829,24,Female,4.1,5.4,0.9,False,81.8,7.0,Poor,3,Primary School,Good,8,True,73.2,CB
S1830,21,Female,4.7,4.3,0.0,False,91.3,9.1,Good,5,Bachelor,Good,5,False,83.5,BB
S1831,21,Female,4.6,3.2,1.3,False,84.2,6.8,Poor,5,High School,Average,1,True,77.6,CB
S1832,19,Male,5.3,2.6,0.0,True,87.1,8.5,Fair,5,High School,Average,9,True,98.4,AA
S1833,20,Non-binary,4.6,2.2,2.6,False,68.8,5.7,Poor,6,Bachelor,Good,2,False,78.5,CB
S1834,17,Non-binary,4.0,1.4,0.0,True,100.0,6.5,Fair,2,High School,Poor,6,True,81.1,BB
S1835,20,Female,5.1,2.6,1.8,False,83.4,6.5,Fair,6,High School,Average,10,False,100.0,AA
S1836,19,Male,3.5,2.8,0.0,False,92.0,3.8,Fair,5,Primary School,Poor,5,True,58.7,DC
S1837,21,Female,2.2,1.0,1.4,False,76.6,5.1,Poor,2,High School,Poor,10,False,62.6,CC
S1838,20,Male,3.3,2.9,3.6,False,88.1,5.2,Fair,4,Bachelor,Average,8,True,60.3,CC
S1839,21,Male,2.4,2.3,2.2,False,72.0,7.5,Good,6,Master,Average,3,False,63.9,CC
S1840,23,Male,2.5,0.2,0.9,True,89.5,7.5,Good,3,High School,Good,6,True,80.0,BB
S1841,24,Male,3.3,1.5,1.8,True,81.4,6.9,Fair,5,High School,Average,6,False,62.6,CC
S1842,17,Female,2.3,2.0,1.8,False,85.3,7.5,Fair,1,Bachelor,Average,10,False,71.4,CB
S1843,23,Female,3.0,4.8,2.3,True,92.0,6.3,Fair,4,Master,Poor,3,False,60.6,CC
S1844,21,Female,0.7,3.2,0.3,True,72.7,7.9,Fair,2,High School,Good,7,True,47.2,DD
S1845,21,Male,3.8,0.9,2.5,False,78.2,6.5,Poor,6,High School,Average,4,True,78.1,CB
S1846,18,Male,3.5,3.1,0.0,False,89.6,6.6,Fair,3,Bachelor,Good,5,True,75.5,CB
S1847,18,Male,2.3,0.6,1.1,False,100.0,6.2,Fair,0,Bachelor,Good,9,False,73.5,CB
S1848,23,Non-binary,4.5,3.8,1.3,False,83.6,7.3,Fair,3,High School,Poor,6,False,74.6,CB
S1849,22,Male,4.9,1.9,2.5,False,90.9,6.0,Fair,3,Bachelor,Average,10,False,98.7,AA
S1850,23,Female,1.1,2.4,1.8,False,83.9,7.7,Good,5,High School,Average,4,True,49.2,DD
S1851,18,Female,2.4,4.1,0.3,False,100.0,5.1,Poor,5,Bachelor,Good,8,False,67.4,CC
S1852,21,Male,2.3,1.0,0.7,False,67.5,5.2,Good,6,Bachelor,Good,9,False,72.5,CB
S1853,19,Female,2.1,0.8,2.0,False,85.9,7.3,Good,6,Master,Good,10,True,68.4,CC
S1854,23,Female,4.7,1.8,1.7,False,68.7,6.4,Fair,2,High School,Average,5,False,70.0,CB
S1855,21,Female,3.2,3.7,1.2,False,59.9,6.0,Fair,6,High School,Good,2,False,56.1,DC
S1856,19,Female,3.1,0.7,1.3,True,88.0,7.6,Fair,2,High School,Poor,6,True,81.5,BB
S1857,19,Male,0.5,0.0,2.6,True,86.4,5.8,Poor,5,Master,Poor,8,True,45.0,DD
S1858,18,Male,4.5,2.0,1.2,True,82.2,6.3,Fair,5,High School,Good,5,True,84.4,BB
S1859,23,Female,1.6,3.2,1.7,False,83.9,8.2,Good,1,High School,Good,1,False,36.8,FF
S1860,20,Female,3.6,3.9,4.2,False,100.0,8.3,Poor,1,High School,Poor,8,True,65.6,CC
S1861,17,Male,3.9,1.9,0.2,False,82.4,8.4,Fair,4,Bachelor,Poor,9,True,93.5,AA
S1862,18,Female,5.5,2.0,0.0,False,90.1,6.2,Good,5,High School,Poor,1,False,93.7,AA
S1863,18,Female,1.5,3.9,2.7,False,78.5,8.0,Good,0,High School,Poor,8,True,42.3,DD
S1864,20,Female,0.0,0.3,1.1,True,88.0,5.4,Fair,1,High School,Average,10,True,53.3,DC
S1865,17,Male,3.8,2.0,1.4,False,82.6,5.4,Good,2,Master,Good,2,False,65.9,CC
S1866,21,Female,6.2,2.7,0.9,False,80.9,3.7,Fair,3,Bachelor,Good,4,True,87.9,BA
S1867,22,Female,5.4,3.0,1.5,False,100.0,8.5,Poor,6,Bachelor,Good,2,False,94.5,AA
S1868,23,Male,3.8,1.9,3.6,False,96.8,5.5,Fair,6,Master,Good,2,False,77.8,CB
S1869,22,Male,2.8,2.5,2.7,True,86.4,6.3,Fair,4,Master,Average,10,False,74.6,CB
S1870,21,Non-binary,4.7,0.0,2.7,True,62.0,5.4,Good,1,High School,Good,3,False,67.5,CC
S1871,24,Male,2.0,1.7,0.2,True,81.4,7.3,Poor,3,Master,Good,8,True,66.5,CC
S1872,18,Female,4.2,3.0,0.5,False,100.0,6.0,Fair,3,Primary School,Average,4,False,78.4,CB
S1873,17,Female,4.3,1.3,0.0,False,82.7,4.9,Fair,1,High School,Good,7,False,84.9,BB
S1874,18,Male,5.1,2.6,0.9,False,96.0,7.0,Fair,0,Master,Average,10,False,96.6,AA
S1875,19,Female,7.6,3.0,2.9,False,99.4,4.8,Poor,0,High School,Good,3,False,100.0,AA
S1876,18,Male,4.1,2.1,2.4,False,87.2,5.5,Fair,4,High School,Good,10,False,83.1,BB
S1877,18,Female,2.7,2.7,1.6,False,76.6,4.0,Good,0,High School,Average,3,False,36.9,FF
S1878,21,Male,3.5,1.3,1.8,True,60.6,4.8,Fair,4,Bachelor,Good,2,False,60.0,CC
S1879,21,Female,0.8,2.3,1.0,False,91.8,6.7,Fair,2,High School,Poor,6,False,44.3,DD
S1880,21,Male,2.5,3.2,2.0,False,76.9,4.1,Fair,1,Bachelor,Good,6,False,41.6,DD
S1881,22,Male,2.9,2.7,2.6,True,86.8,4.7,Fair,3,Master,Average,1,False,45.5,DD
S1882,19,Non-binary,2.7,1.8,0.0,False,72.5,6.5,Fair,4,Bachelor,Poor,7,False,68.2,CC
S1883,24,Male,3.7,2.8,2.1,False,82.3,5.8,Good,6,High School,Average,4,False,75.5,CB
S1884,24,Female,2.3,3.4,2.8,False,85.3,8.9,Good,0,Master,Good,3,False,40.9,DD
S1885,21,Male,5.2,0.0,1.3,False,87.7,8.7,Fair,6,High School,Poor,8,False,100.0,AA
S1886,17,Female,3.5,3.9,2.6,False,73.9,5.5,Fair,4,High School,Good,2,True,65.6,CC
S1887,22,Male,3.5,2.1,4.9,False,97.0,7.2,Good,5,Primary School,Poor,9,False,75.9,CB
S1888,20,Non-binary,3.0,3.0,1.7,True,79.0,7.4,Fair,4,Bachelor,Good,8,True,69.8,CC
S1889,17,Male,3.7,3.9,2.2,True,68.3,5.8,Fair,0,High School,Good,8,False,66.6,CC
S1890,23,Male,4.7,0.9,1.0,True,83.9,4.7,Fair,5,High School,Average,3,False,84.5,BB
S1891,23,Male,2.2,1.6,2.0,True,85.3,6.5,Good,5,High School,Average,4,True,65.6,CC
S1892,17,Male,2.5,2.2,2.3,False,86.6,6.3,Fair,0,High School,Good,2,False,46.8,DD
S1893,21,Female,3.0,1.6,2.0,False,98.6,6.0,Good,5,Bachelor,Good,2,False,67.7,CC
S1894,20,Male,1.5,4.6,0.7,True,82.6,7.0,Good,1,Bachelor,Good,4,True,45.4,DD
S1895,20,Female,2.3,1.5,2.0,False,83.8,5.6,Fair,3,Bachelor,Average,6,False,57.0,DC
S1896,22,Male,2.8,1.8,3.4,True,74.0,5.1,Good,6,High School,Average,5,False,58.4,DC
S1897,20,Male,4.8,2.7,2.3,False,93.2,6.6,Good,1,High School,Good,1,True,70.8,CB
S1898,23,Female,3.9,1.1,2.9,False,86.8,7.0,Fair,1,Master,Average,10,False,75.7,CB
S1899,19,Female,3.8,2.0,1.5,False,80.8,5.1,Poor,0,Primary School,Average,1,False,55.7,DC
S1900,21,Male,4.8,2.9,2.6,False,66.0,7.6,Poor,0,Master,Average,6,True,82.1,BB
S1901,20,Male,3.3,2.1,2.1,False,99.4,4.4,Fair,6,High School,Good,3,True,71.4,CB
S1902,22,Male,4.1,2.4,0.8,False,72.7,5.8,Fair,3,Master,Good,3,False,66.7,CC
S1903,23,Female,3.3,1.9,2.2,False,79.1,6.2,Fair,4,High School,Average,7,False,70.9,CB
S1904,19,Female,3.9,0.7,0.7,True,88.6,5.7,Poor,1,High School,Poor,1,True,73.0,CB
S1905,18,Male,2.6,2.9,1.1,True,73.0,5.8,Good,5,Bachelor,Poor,1,True,53.9,DC
S1906,18,Female,0.0,4.6,2.0,True,70.1,8.7,Fair,3,Bachelor,Average,10,False,43.4,DD
S1907,19,Female,3.3,2.5,2.1,False,63.8,5.5,Fair,1,High School,Average,3,False,55.4,DC
S1908,23,Female,5.6,2.8,0.5,True,92.2,9.4,Fair,4,Bachelor,Good,8,False,100.0,AA
S1909,22,Female,4.9,3.3,3.0,False,79.5,7.0,Fair,5,Bachelor,Average,1,False,71.8,CB
S1910,19,Male,4.9,1.0,2.4,False,100.0,6.6,Fair,1,Primary School,Average,10,False,89.2,BA
S1911,21,Male,5.4,4.5,1.0,False,75.1,7.1,Fair,2,Primary School,Good,4,False,83.9,BB
S1912,21,Male,3.6,2.7,0.1,False,75.8,9.5,Poor,6,High School,Average,9,False,89.1,BA
S1913,18,Male,3.8,4.5,1.6,True,79.3,5.3,Good,3,High School,Good,4,False,53.5,DC
S1914,20,Female,2.6,1.6,1.3,True,87.4,5.2,Good,6,Bachelor,Poor,10,False,72.9,CB
S1915,22,Female,3.0,4.7,1.9,False,80.3,5.6,Fair,0,High School,Average,8,False,61.0,CC
S1916,18,Male,4.4,3.4,1.4,False,91.1,6.5,Good,1,High School,Good,7,False,69.1,CC
S1917,20,Male,5.3,3.2,0.0,False,75.2,4.4,Good,5,High School,Good,3,False,77.2,CB
S1918,20,Male,3.3,2.8,1.4,True,71.2,6.5,Poor,5,Bachelor,Average,7,False,71.9,CB
S1919,24,Female,2.8,2.2,1.5,False,67.0,8.5,Good,3,High School,Good,7,True,74.7,CB
S1920,21,Male,3.5,3.9,2.5,True,62.8,6.7,Good,3,Primary School,Good,10,False,74.5,CB
S1921,23,Female,4.4,2.7,1.0,False,79.8,6.1,Fair,6,Primary School,Average,3,False,85.4,BA
S1922,17,Male,1.3,0.1,3.6,False,82.0,5.8,Poor,5,Master,Average,2,True,44.3,DD
S1923,23,Male,0.1,1.2,0.0,False,78.7,7.6,Poor,5,High School,Good,9,False,53.4,DC
S1924,17,Non-binary,2.7,2.3,3.2,True,97.4,5.5,Poor,5,Bachelor,Average,1,True,57.4,DC
S1925,19,Non-binary,1.7,2.9,1.6,True,97.3,8.7,Good,1,Primary School,Good,7,False,53.6,DC
S1926,21,Male,2.7,2.4,2.7,False,81.7,8.8,Fair,5,High School,Good,4,True,58.8,DC
S1927,20,Female,3.3,4.0,1.9,False,67.1,6.8,Good,0,Bachelor,Good,2,False,43.5,DD
S1928,22,Female,2.8,0.2,3.1,False,79.3,6.5,Good,5,High School,Average,2,False,65.6,CC
S1929,17,Female,5.7,2.7,1.4,False,79.0,7.7,Good,0,Master,Average,8,True,89.8,BA
S1930,23,Male,4.0,0.3,0.6,False,78.4,7.8,Good,1,Master,Good,7,False,89.5,BA
S1931,20,Female,4.0,3.4,3.4,True,78.0,5.5,Poor,3,Bachelor,Average,7,True,68.8,CC
S1932,17,Female,4.4,2.4,1.7,False,78.5,5.9,Fair,0,Bachelor,Average,5,False,76.8,CB
S1933,17,Female,1.8,3.0,2.0,False,81.1,4.9,Good,1,High School,Average,10,False,47.5,DD
S1934,24,Male,5.1,1.5,3.2,False,78.6,7.0,Poor,5,High School,Poor,8,True,89.3,BA
S1935,17,Male,3.4,4.0,0.7,True,87.1,7.3,Poor,1,Master,Good,2,False,62.0,CC
S1936,22,Male,4.5,3.8,2.5,False,88.6,4.9,Good,5,Bachelor,Average,2,True,66.1,CC
S1937,21,Female,1.9,3.2,1.2,False,75.9,6.0,Good,6,Bachelor,Good,5,False,41.7,DD
S1938,22,Male,1.2,2.3,1.7,False,97.7,4.9,Fair,1,High School,Poor,1,False,28.0,FF
S1939,18,Female,4.7,3.2,1.9,False,75.2,5.4,Good,3,Primary School,Good,6,False,71.0,CB
S1940,20,Non-binary,4.1,1.7,0.1,True,68.8,7.2,Good,0,Master,Average,4,False,67.5,CC
S1941,21,Male,2.1,3.5,0.9,False,88.8,5.6,Fair,6,High School,Good,6,False,63.4,CC
S1942,24,Female,2.2,4.5,3.3,False,76.8,6.1,Poor,3,High School,Good,7,False,50.2,DC
S1943,21,Male,5.2,3.8,2.8,False,88.2,4.5,Good,2,High School,Poor,3,False,72.0,CB
S1944,21,Female,1.7,1.6,1.7,False,61.0,6.7,Fair,5,Bachelor,Good,8,True,67.9,CC
S1945,23,Male,6.0,2.9,2.1,True,98.9,6.4,Poor,0,Primary School,Average,7,False,100.0,AA
S1946,21,Female,2.1,0.9,1.5,False,91.7,5.6,Fair,3,Bachelor,Good,1,True,55.0,DC
S1947,24,Female,4.5,3.2,3.3,True,70.0,6.3,Good,0,High School,Good,6,True,59.9,DC
S1948,22,Female,3.0,3.0,1.6,False,70.2,6.7,Fair,2,Master,Good,7,False,63.2,CC
S1949,21,Female,4.4,0.3,2.1,False,100.0,5.5,Fair,4,Bachelor,Good,4,False,84.5,BB
S1950,19,Female,2.7,1.1,3.1,False,77.6,4.7,Fair,5,High School,Average,2,False,50.8,DC
S1951,20,Female,3.3,2.2,0.9,False,76.7,8.7,Good,5,Bachelor,Poor,10,False,94.0,AA
S1952,21,Female,3.6,2.1,3.5,True,62.3,5.7,Poor,1,High School,Average,9,False,65.6,CC
S1953,20,Female,2.0,1.0,0.1,False,81.5,6.4,Fair,5,High School,Average,7,False,61.7,CC
S1954,19,Male,4.6,3.0,3.6,False,82.7,7.7,Good,5,Master,Good,1,True,66.0,CC
S1955,19,Female,2.7,2.8,1.4,True,92.2,10.0,Poor,3,High School,Average,8,False,86.9,BA
S1956,20,Female,3.2,2.3,1.5,False,71.0,5.0,Good,6,High School,Good,3,False,59.6,DC
S1957,17,Female,2.0,1.6,0.0,False,69.8,7.0,Good,5,High School,Average,4,False,49.1,DD
S1958,18,Male,0.0,3.8,1.3,True,89.5,5.7,Good,5,High School,Average,5,False,31.1,FF
S1959,23,Female,3.2,4.5,0.7,False,95.1,5.9,Fair,2,Master,Good,1,False,45.7,DD
S1960,17,Male,7.1,1.9,1.1,True,69.3,5.6,Good,6,High School,Average,6,False,100.0,AA
S1961,17,Female,4.7,1.8,1.6,False,95.8,5.1,Good,2,Master,Good,10,False,81.1,BB
S1962,22,Male,3.5,3.1,2.9,True,85.4,6.5,Good,0,Master,Average,6,False,55.1,DC
S1963,23,Female,3.1,2.1,2.0,False,95.9,4.7,Poor,0,High School,Good,2,False,53.3,DC
S1964,23,Non-binary,3.5,2.3,2.1,False,84.3,7.6,Good,5,High School,Poor,10,True,89.1,BA
S1965,17,Male,4.3,3.4,0.6,False,59.8,6.6,Fair,5,Master,Average,6,True,77.3,CB
S1966,21,Non-binary,1.7,0.2,0.8,False,83.5,7.0,Poor,1,High School,Good,8,True,56.4,DC
S1967,22,Male,5.2,4.1,3.8,False,95.6,5.9,Fair,0,Primary School,Good,6,False,76.1,CB
S1968,22,Female,4.6,2.6,1.0,False,76.1,6.1,Good,3,High School,Average,4,False,74.6,CB
S1969,19,Female,4.6,2.0,3.6,True,81.1,6.8,Fair,5,Bachelor,Average,4,False,83.0,BB
S1970,24,Female,4.2,2.4,1.5,False,83.2,5.1,Fair,3,Bachelor,Average,9,True,85.9,BA
S1971,23,Female,3.5,2.5,1.8,False,56.0,6.1,Good,5,High School,Average,6,False,64.5,CC
S1972,17,Female,4.5,0.4,3.0,False,100.0,5.5,Fair,3,High School,Good,8,False,91.9,AA
S1973,19,Male,4.4,4.3,3.2,False,76.0,5.4,Good,4,Master,Good,8,False,74.6,CB
S1974,20,Male,3.0,2.5,1.7,False,90.1,4.0,Fair,3,Bachelor,Poor,7,False,70.9,CB
S1975,18,Female,2.6,3.0,1.4,False,84.1,8.1,Fair,6,Bachelor,Average,3,False,66.7,CC
S1976,24,Female,3.7,3.6,1.7,False,97.6,5.7,Good,0,Bachelor,Good,10,True,77.4,CB
S1977,24,Female,5.8,1.3,2.2,True,89.1,7.9,Good,5,High School,Average,1,True,99.0,AA
S1978,24,Female,1.6,3.1,2.8,False,82.7,7.8,Fair,0,Bachelor,Good,5,True,43.5,DD
S1979,22,Male,1.3,2.2,1.8,False,76.1,5.0,Good,6,High School,Poor,10,False,53.4,DC
S1980,20,Female,3.7,3.5,2.5,False,93.0,5.2,Poor,6,High School,Good,10,True,81.0,BB
S1981,24,Male,3.6,0.0,3.6,False,66.3,9.6,Fair,3,Bachelor,Average,2,False,66.2,CC
S1982,20,Female,3.8,2.4,2.2,True,91.5,8.6,Fair,2,High School,Good,10,False,88.0,BA
S1983,21,Male,3.9,1.8,2.1,False,74.0,6.5,Poor,2,Master,Average,2,False,64.4,CC
S1984,24,Male,3.2,3.0,0.1,False,97.5,6.8,Fair,6,High School,Average,7,False,82.4,BB
S1985,18,Male,5.7,3.1,0.0,True,86.6,5.7,Fair,2,Master,Good,3,True,80.9,BB
S1986,20,Male,1.1,1.7,2.2,False,91.4,7.0,Poor,5,Master,Poor,8,False,59.6,DC
S1987,20,Female,2.3,1.6,1.7,True,85.8,5.6,Fair,1,High School,Average,9,False,56.2,DC
S1988,18,Male,3.3,2.4,1.2,False,67.5,4.1,Fair,4,Bachelor,Average,8,True,72.5,CB
S1989,24,Male,1.0,1.4,2.1,True,76.4,4.9,Fair,3,High School,Average,6,False,47.6,DD
S1990,18,Male,3.2,3.5,1.7,False,91.7,6.5,Good,1,Master,Good,5,False,63.6,CC
S1991,20,Male,6.0,2.1,3.0,False,86.7,5.1,Good,2,High School,Good,3,False,85.3,BA
S1992,18,Male,3.5,0.0,1.9,False,96.8,6.4,Fair,3,Bachelor,Poor,3,False,71.8,CB
S1993,20,Male,3.8,2.1,1.0,False,89.0,5.2,Good,1,High School,Good,7,False,70.9,CB
S1994,20,Female,1.6,1.3,2.9,False,75.3,5.6,Good,0,High School,Average,5,False,41.7,DD
S1995,21,Female,2.6,0.5,1.6,False,77.0,7.5,Fair,2,High School,Good,6,True,76.1,CB
S1996,17,Female,2.9,1.0,2.4,True,86.0,6.8,Poor,1,High School,Average,6,True,65.9,CC
S1997,20,Male,3.0,2.6,1.3,False,61.9,6.5,Good,5,Bachelor,Good,9,True,64.4,CC
S1998,24,Male,5.4,4.1,1.1,True,100.0,7.6,Fair,0,Bachelor,Average,1,False,69.7,CC
S1999,19,Female,4.3,2.9,1.9,False,89.4,7.1,Good,2,Bachelor,Average,8,False,74.9,CB
